PID	Street Address	MBLU	Map	Lot	Unit	Book&Page	Assessment	Appraisal	Lot Size (acres)	Land Use Code	Description	Zoning District	# Buildings	Appr. Year	Improvements	Land	Total	Recent Sale Price	Recent Sale Date	Prev Sale Price	Prev Sale Date	Prev. Assess.	Prev. Apprais		Increased Assessment
101242	34 POUT POND LN	409/  23/  2000/  / 	409	23	2000	  3991/0207	"$909,300 "	"$909,300 "	8.08	1010	SINGLE FAM MDL01	RD	1	2016	"$660,000 "	"$249,300 "	"$909,300 "	"$740,000 "	6/27/13	"$112,533 "	5/2/01	"$753,800 "	"$753,800 "		"$155,500 "
290	75 RIVER RD	401/  77/  /  / 	401	77		  4350/0949	"$908,700 "	"$1,072,200 "	11.2	1010	SINGLE FAM MDL01	RD	1	2016	"$618,200 "	"$454,000 "	"$1,072,200 "	"$735,000 "	3/30/18			"$550,000 "	"$745,100 "		"$358,700 "
899	21 HARDSCRABBLE LN	408/  54/  /  / 	408	54		  4334/0863	"$908,300 "	"$1,129,600 "	30.3	1010	SINGLE FAM MDL01	RD	1	2016	"$642,200 "	"$487,400 "	"$1,129,600 "	"$1,200,000 "	12/28/17	"$900,000 "	9/8/99	"$872,000 "	"$1,072,900 "		"$36,300 "
461	106 EAST THETFORD RD	403/  44/  /  / 	403	44		  4405/0570	"$906,400 "	"$985,200 "	22	1010	SINGLE FAM MDL01	RD	1	2016	"$673,400 "	"$311,800 "	"$985,200 "	"$200,000 "	12/7/18	"$2,666 "	5/10/02	"$477,500 "	"$549,000 "		"$428,900 "
1353	79 POUT POND LN	415/  20/  2000/  / 	415	20	2000	  2011/0416	"$897,300 "	"$978,300 "	11.08	1010	SINGLE FAM MDL01	RD	1	2016	"$642,000 "	"$336,300 "	"$978,300 "	"$115,048 "	2/3/93	"$300,000 "	3/26/86	"$920,900 "	"$969,400 "		"($23,600)"
100742	19 MAPLE LN	402/  44/  /  / 	402	44		  3167/0671	"$893,400 "	"$991,300 "	15	1080	SFR/ACC UNIT	RD	1	2016	"$674,200 "	"$317,100 "	"$991,300 "	$0 	7/13/05	"$222,533 "	5/28/03	"$547,400 "	"$630,100 "		"$346,000 "
472	26 RECORDRIDGE LN	403/  51/  /  / 	403	51		  1950/0328	"$890,300 "	"$956,600 "	14.9	1010	SINGLE FAM MDL01	RD	1	2016	"$715,000 "	"$241,600 "	"$956,600 "	"$135,048 "	1/31/92	"$123,474 "	1/10/90	"$741,300 "	"$801,500 "		"$149,000 "
537	125 BRECK HILL RD	405/  8/  /  / 	405	8		  4464/0381	"$886,200 "	"$886,200 "	4.06	1010	SINGLE FAM MDL01	RD	1	2016	"$574,100 "	"$312,100 "	"$886,200 "	"$900,000 "	9/11/19	"$230,900 "	10/7/96	"$876,600 "	"$876,600 "		"$9,600 "
450	70 LAMPHIRE HILL LN	403/  33/  /  / 	403	33		  4092/0497	"$873,800 "	"$1,533,500 "	392.2	1090	MULTI HSES	RD	2	2016	"$561,400 "	"$972,100 "	"$1,533,500 "	"$84,000 "	11/3/14			"$879,900 "	"$1,477,400 "		"($6,100)"
742	56 CULVER HILL LN	407/  62/  /  / 	407	62		  4121/0857	"$868,800 "	"$939,500 "	15.2	1010	SINGLE FAM MDL01	RD	1	2016	"$594,700 "	"$344,800 "	"$939,500 "	$0 	4/20/15	"$938,000 "	3/10/06	"$814,800 "	"$878,900 "		"$54,000 "
1109	74 BLISS LN	410/  46/  1000/  / 	410	46	1000	  4046/0956	"$868,500 "	"$1,143,300 "	54.35	1010	SINGLE FAM MDL01	RD	2	2016	"$653,900 "	"$489,400 "	"$1,143,300 "	"$1,695,000 "	3/27/14	"$1,025,000 "	6/4/12	"$809,600 "	"$1,059,100 "		"$58,900 "
739	47 CULVER HILL LN	407/  60/  6000/  / 	407	60	6000	  2692/0805	"$866,800 "	"$866,800 "	5.08	1090	MULTI HSES	RD	2	2016	"$532,800 "	"$334,000 "	"$866,800 "	"$587,000 "	7/24/02	"$100,000 "	5/13/99	"$674,400 "	"$674,400 "		"$192,400 "
287	51 RIVER RD	401/  74/  /  / 	401	74		  2666/0465	"$863,600 "	"$863,600 "	0.9	1013	SFR WATER  MDL-01	RD	1	2016	"$566,500 "	"$297,100 "	"$863,600 "	"$2,666 "	5/10/02	"$25,048 "	8/3/92	"$797,000 "	"$797,000 "		"$66,600 "
1384	196 PINNACLE RD	416/  18/  /  / 	416	18		  3478/0839	"$860,400 "	"$1,188,900 "	58.9	1010	SINGLE FAM MDL01	RD	1	2016	"$633,900 "	"$555,000 "	"$1,188,900 "	$0 	12/21/07			"$855,100 "	"$1,068,800 "		"$5,300 "
564	625 RIVER RD	405/  28/  /  / 	405	28		  3165/0988	"$859,800 "	"$1,155,300 "	54.6	1013	SFR WATER  MDL-01	RD	1	2016	"$497,800 "	"$657,500 "	"$1,155,300 "	"$650,000 "	7/14/05			"$712,100 "	"$971,800 "		"$147,700 "
392	133+137 RIVER RD	402/  94/  /  / 	402	94		  3536/0280	"$850,400 "	"$850,400 "	2.3	1013	SFR WATER  MDL-01	RD	1	2016	"$490,100 "	"$360,300 "	"$850,400 "	$0 	6/4/08	"$134,000 "	6/24/97	"$724,800 "	"$724,800 "		"$125,600 "
101243	32 POUT POND LN	409/  23/  1000/  / 	409	23	1000	002703/0615	"$842,500 "	"$842,500 "	7.67	1010	SINGLE FAM MDL01	RD	1	2016	"$621,200 "	"$221,300 "	"$842,500 "	"$99,000 "	8/22/02			"$674,900 "	"$674,900 "		"$167,600 "
939	96 FRANKLIN HILL RD	408/  71/  1000/  / 	408	71	1000	  2503/0992	"$841,300 "	"$1,036,700 "	47.12	1010	SINGLE FAM MDL01	RD	3	2016	"$596,300 "	"$440,400 "	"$1,036,700 "	"$2,667 "	11/30/00	"$585,000 "	9/13/95	"$811,400 "	"$990,700 "		"$29,900 "
873	30 CITADEL LN	408/  35/  /  / 	408	35		  4253/0813	"$841,100 "	"$1,313,300 "	141	1090	MULTI HSES	RD	3	2016	"$525,300 "	"$788,000 "	"$1,313,300 "	"$825,000 "	1/19/17			"$824,800 "	"$1,254,300 "		"$16,300 "
441	331 RIVER RD	403/  24/  /  / 	403	24		002784/0404	"$840,200 "	"$840,200 "	3.7	1093	MLTI HS WF	RD	2	2016	"$385,000 "	"$455,200 "	"$840,200 "	"$550,000 "	2/10/03	"$38,000 "	9/6/89	"$729,000 "	"$729,000 "		"$111,200 "
611	394 ORFORD RD	406/  11/  /  / 	406	11		  3006/0740	"$838,800 "	"$1,132,500 "	130	1010	SINGLE FAM MDL01		1	2016	"$672,000 "	"$460,500 "	"$1,132,500 "	"$390,000 "	5/27/04	"$116,250 "	11/1/88	"$751,700 "	"$1,017,600 "		"$87,100 "
768	150 ORFORD RD	407/  87/  /  / 	407	87		  2495/0263	"$837,000 "	"$837,000 "	2.2	3400	OFFICE BLD  MDL-94	RD	1	2016	"$621,200 "	"$215,800 "	"$837,000 "	$0 	10/23/00			"$632,200 "	"$632,200 "		"$204,800 "
816	15 CUTTING HILL LN	407/  124/  /  / 	407	124		    PC/2003	"$834,000 "	"$915,200 "	21.36	1090	MULTI HSES	RD	2	2016	"$611,800 "	"$303,400 "	"$915,200 "	$0 	2/27/03	"$2,667 "	12/19/00	"$726,300 "	"$799,800 "		"$107,700 "
101325	310 DARTMOUTH COLLEGE HY	403/  1/  /  / 	403	1		  3276/0030	"$832,200 "	"$1,083,100 "	54.32	1010	SINGLE FAM MDL01	RD	1	2016	"$628,800 "	"$454,300 "	"$1,083,100 "	"$100,733 "	5/2/06	"$475,000 "	5/29/01	"$836,500 "	"$1,081,100 "		"($4,300)"
454	34 LAMPHIRE HILL LN	403/  37/  /  / 	403	37		PC-2005	"$830,200 "	"$1,426,400 "	147	1010	SINGLE FAM MDL01	RD	1	2016	"$586,400 "	"$840,000 "	"$1,426,400 "	$0 	4/23/05			"$687,500 "	"$1,221,500 "		"$142,700 "
337	17 MAPLE LN	402/  43/  /  / 	402	43		  4414/0124	"$827,800 "	"$827,800 "	3	1090	MULTI HSES	RD	2	2016	"$630,400 "	"$197,400 "	"$827,800 "	"$875,000 "	1/29/19	"$735,000 "	6/16/11	"$777,000 "	"$777,000 "		"$50,800 "
120	4 BRITTON LN	201/  83/  /  / 	201	83		  4421/0347	"$822,900 "	"$822,900 "	4.2	3160	COMM WHSE	LCD	1	2016	"$462,100 "	"$360,800 "	"$822,900 "	"$675,000 "	3/18/19	"$4,000 "	1/25/89	"$739,200 "	"$739,200 "		"$83,700 "
734	1 TAVERN LN	407/  60/  1000/  / 	407	60	1000	  4058/0925	"$820,600 "	"$820,600 "	6.01	1010	SINGLE FAM MDL01	RD	1	2016	"$552,900 "	"$267,700 "	"$820,600 "	"$715,066 "	5/30/14	"$540,000 "	9/10/99	"$754,900 "	"$754,900 "		"$65,700 "
102692	62 POUT POND LN	414/  9/  2000/  / 	414	9	2000	  4404/0053	"$814,200 "	"$873,600 "	12.2	1010	SINGLE FAM MDL01	RD	1	2016	"$645,300 "	"$228,300 "	"$873,600 "	$0 	11/30/18			"$671,100 "	"$724,500 "		"$143,100 "
1068	172 BAKER HILL RD	410/  10/  1000/  / 	410	10	1000	  4188/ 546	"$813,500 "	"$956,900 "	40.52	1010	SINGLE FAM MDL01	RD	1	2016	"$620,900 "	"$336,000 "	"$956,900 "	$0 	12/23/15	"$490,000 "	8/12/96	"$755,900 "	"$885,800 "		"$57,600 "
102770	100 RIVER RD	402/  85/  /  / 	402	85		  4102/0216	"$813,200 "	"$988,800 "	38.81	1010	SINGLE FAM MDL01	RD	1	2016	"$632,600 "	"$356,200 "	"$988,800 "	"$550,000 "	12/19/14			"$768,500 "	"$927,800 "		"$44,700 "
100263	78 NORTH THETFORD RD	404/  50/  /  / 	404	50		  3807/0462	"$812,100 "	"$812,100 "	8.63	1010	SINGLE FAM MDL01	RD	1	2016	"$609,800 "	"$202,300 "	"$812,100 "	"$555,000 "	7/20/11	"$585,000 "	7/1/03	"$687,900 "	"$687,900 "		"$124,200 "
180	19 ROCKY HILL LN	201/  130/  /  / 	201	130		  3840/0869	"$812,100 "	"$882,500 "	18.7	1010	SINGLE FAM MDL01		1	2016	"$597,800 "	"$284,700 "	"$882,500 "	$0 	12/6/11	"$653,000 "	7/19/11	"$783,600 "	"$847,600 "		"$28,500 "
91	2 HAMILTON LN	201/  65/  /  / 	201	65		  2866/0001	"$803,300 "	"$803,300 "	0.81	1090	MULTI HSES	LCD	2	2016	"$526,300 "	"$277,000 "	"$803,300 "	$0 	3/6/12	"$135,000 "	6/8/88	"$740,800 "	"$740,800 "		"$62,500 "
365	19 SLOAN LN	402/  67/  /  / 	402	67		  2294/0557	"$802,300 "	"$1,047,800 "	48.48	1090	MULTI HSES	RD	2	2016	"$544,900 "	"$502,900 "	"$1,047,800 "	$0 	1/16/98	"$225,000 "	6/5/81	"$743,000 "	"$964,900 "		"$59,300 "
692	13 NORTH THETFORD RD	407/  32/  /  / 	407	32		  2495/0042	"$798,100 "	"$798,100 "	3.72	1090	MULTI HSES	RD	2	2016	"$570,600 "	"$227,500 "	"$798,100 "	"$500,000 "	10/29/00	"$8,500 "	6/24/88	"$668,200 "	"$668,200 "		"$129,900 "
1344	75+77 POUT POND LN	415/  19/  /  / 	415	19		  4048/0440	"$796,700 "	"$1,300,800 "	298.1	1010	SINGLE FAM MDL01	RD	1	2016	"$518,400 "	"$782,400 "	"$1,300,800 "	"$1,462,533 "	4/4/14	"$4,000 "	6/23/92	"$774,200 "	"$1,236,500 "		"$22,500 "
101143	53 SMITH MOUNTAIN RD	414/  15/  /  / 	414	15		  2491/0503	"$796,000 "	"$884,500 "	24.5	1010	SINGLE FAM MDL01		1	2016	"$588,800 "	"$295,700 "	"$884,500 "	$0 	9/6/00			"$646,000 "	"$726,200 "		"$150,000 "
1247	74 FLINT HILL RD	414/  26/  1000/  / 	414	26	1000	  3804/0023	"$792,700 "	"$926,800 "	23.6	1010	SINGLE FAM MDL01	RD	1	2016	"$510,900 "	"$415,900 "	"$926,800 "	"$779,000 "	7/5/11	"$350,000 "	3/21/95	"$662,900 "	"$784,400 "		"$129,800 "
101182	89 WASHBURN HILL RD	402/  1/  2000/  / 	402	1	2000	  4250/0538	"$789,800 "	"$789,800 "	7.92	1010	SINGLE FAM MDL01	RD	1	2016	"$457,000 "	"$332,800 "	"$789,800 "	"$250,000 "	11/23/16	"$50,000 "	8/24/15	"$656,900 "	"$656,900 "		"$132,900 "
584	122 BRECK HILL RD	405/  44/  /  / 	405	44		  4103/0394	"$789,100 "	"$1,093,000 "	61.66	1010	SINGLE FAM MDL01	RD	1	2016	"$561,900 "	"$531,100 "	"$1,093,000 "	"$758,000 "	12/29/14	"$565,000 "	9/20/95	"$729,700 "	"$1,005,000 "		"$59,400 "
877	73 FRANKLIN HILL RD	408/  39/  /  / 	408	39		  4414/0452	"$784,200 "	"$871,700 "	11.34	1010	SINGLE FAM MDL01	RD	1	2016	"$468,400 "	"$403,300 "	"$871,700 "	"$795,000 "	1/31/19	"$545,000 "	12/13/99	"$723,800 "	"$803,000 "		"$60,400 "
76	11 UNION ST	201/  51/  1000/  / 	201	51	1000	  4086/0348	"$783,100 "	"$783,100 "	2	1010	SINGLE FAM MDL01	LCD	1	2016	"$548,700 "	"$234,400 "	"$783,100 "	"$515,000 "	10/3/14	"$150,000 "	6/30/86	"$743,900 "	"$743,900 "		"$39,200 "
161	24 HIGH ST (HIGHWAY GARAGE)	201/  110/  1000/  / 	201	110	1000	002888/0819	"$781,700 "	"$781,700 "	3.47	903I	MUNICPAL  MDL-96	LCD	1	2016	"$562,100 "	"$219,600 "	"$781,700 "	$0 	9/10/03			"$751,200 "	"$751,200 "		"$30,500 "
475	18 EAST THETFORD RD	403/  54/  /  / 	403	54		  4102/0110	"$781,200 "	"$946,200 "	40.7	1040	TWO FAMILY	RD	1	2016	"$566,600 "	"$379,600 "	"$946,200 "	"$500,000 "	12/19/14			"$660,500 "	"$809,400 "		"$120,700 "
1312	290 DORCHESTER RD	414/  66/  /  / 	414	66		  1956/0975	"$778,800 "	"$778,800 "	590	9000	US GOVT	RD	1	2016	$0 	"$778,800 "	"$778,800 "	"$318,000 "	3/17/92			"$708,000 "	"$708,000 "		"$70,800 "
753	95 WHIPPLE HILL RD	407/  73/  /  / 	407	73		  4311/0615	"$776,900 "	"$884,900 "	24.4	1010	SINGLE FAM MDL01		1	2016	"$475,900 "	"$409,000 "	"$884,900 "	"$834,000 "	9/18/17	"$90,000 "	3/13/87	"$763,700 "	"$861,700 "		"$13,200 "
977	8 ACORN HILL RD	409/  30/  /  / 	409	30		  4298/0327	"$776,700 "	"$776,700 "	5	1010	SINGLE FAM MDL01	RD	1	2016	"$584,200 "	"$192,500 "	"$776,700 "	"$732,000 "	7/17/17	"$715,000 "	6/24/15	"$718,100 "	"$718,100 "		"$58,600 "
625	280 ORFORD RD	406/  22/  1000/  / 	406	22	1000	  4447/0290	"$763,900 "	"$763,900 "	7.24	1010	SINGLE FAM MDL01	RD	1	2016	"$543,400 "	"$220,500 "	"$763,900 "	"$798,000 "	7/1/19	"$585,000 "	7/8/03	"$774,900 "	"$774,900 "		"($11,000)"
594	68 BRECK HILL RD	405/  47/  /  / 	405	47		  3609/0957	"$763,000 "	"$798,800 "	8.01	1010	SINGLE FAM MDL01		1	2016	"$541,800 "	"$257,000 "	"$798,800 "	"$630,000 "	5/19/09	"$437,950 "	8/13/88	"$684,200 "	"$716,700 "		"$78,800 "
307	77 WASHBURN HILL RD	402/  15/  1000/  / 	402	15	1000	  4114/0078	"$758,500 "	"$860,600 "	18.44	1010	SINGLE FAM MDL01	RD	1	2016	"$498,100 "	"$362,500 "	"$860,600 "	$0 	3/9/15	"$779,000 "	8/2/12	"$728,200 "	"$820,800 "		"$30,300 "
533	99 BRECK HILL RD	405/  5/  /  / 	405	5		  4336/0984	"$757,100 "	"$831,200 "	14.53	1010	SINGLE FAM MDL01	RD	1	2016	"$561,200 "	"$270,000 "	"$831,200 "	$0 	1/8/18	"$700,000 "	6/5/12	"$756,800 "	"$822,000 "		$300 
965	183 DORCHESTER RD (LCAB)	409/  18/  /  / 	409	18		 	"$755,500 "	"$755,500 "	1.3	903C	MUNICPAL  MDL-94	LCD	1	2016	"$524,400 "	"$231,100 "	"$755,500 "	$0 				"$648,300 "	"$648,300 "		"$107,200 "
1333	58 HARDSCRABBLE LN	415/  9/  /  / 	415	9		  2997/0946	"$751,300 "	"$857,600 "	23.8	1010	SINGLE FAM MDL01	RD	1	2016	"$527,300 "	"$330,300 "	"$857,600 "	"$660,000 "	5/13/04	"$194,000 "	6/1/95	"$635,300 "	"$731,800 "		"$116,000 "
399	161 RIVER RD	402/  101/  /  / 	402	101		  4150/0104	"$750,100 "	"$750,100 "	1	1013	SFR WATER  MDL-01	RD	2	2016	"$356,900 "	"$393,200 "	"$750,100 "	$0 	8/12/15	"$300,000 "	9/5/02	"$624,000 "	"$624,000 "		"$126,100 "
841	13 ORFORD RD	408/  4/  /  / 	408	4		  3167/0671	"$749,400 "	"$749,400 "	1.3	3400	OFFICE BLD  MDL-94	RD	3	2016	"$543,500 "	"$205,900 "	"$749,400 "	$0 	7/13/05			"$664,600 "	"$664,600 "		"$84,800 "
530	59 BRECK HILL RD	405/  2/  /  / 	405	2		  2468/0135	"$746,100 "	"$760,400 "	6.91	1010	SINGLE FAM MDL01	RD	1	2016	"$458,500 "	"$301,900 "	"$760,400 "	"$280,000 "	5/9/00			"$744,400 "	"$754,700 "		"$1,700 "
473	24 RECORDRIDGE LN	403/  52/  /  / 	403	52		  2013/0352	"$745,500 "	"$745,500 "	10.4	1010	SINGLE FAM MDL01	RD	1	2016	"$535,100 "	"$210,400 "	"$745,500 "	"$85,048 "	2/17/93	"$104,000 "	7/1/91	"$613,500 "	"$613,500 "		"$132,000 "
797	1 ORFORDVILLE RD	407/  107/  /  / 	407	107		  4074/0134	"$743,600 "	"$743,600 "	5.1	1080	SFR/ACC UNIT	RD	1	2016	"$535,400 "	"$208,200 "	"$743,600 "	"$440,000 "	8/4/14			"$713,100 "	"$713,100 "		"$30,500 "
206	60 DARTMOUTH COLLEGE HY	401/  17/  /  / 	401	17		  4221/0423	"$742,600 "	"$834,600 "	15.8	1010	SINGLE FAM MDL01	RD	1	2016	"$606,800 "	"$227,800 "	"$834,600 "	"$185,000 "	7/19/16	"$19,500 "	8/17/11	"$670,000 "	"$753,600 "		"$72,600 "
744	20 CULVER HILL LN	407/  64/  /  / 	407	64		  3276/0037	"$741,600 "	"$827,000 "	19.6	1010	SINGLE FAM MDL01	RD	1	2016	"$519,100 "	"$307,900 "	"$827,000 "	"$810,000 "	5/1/06	"$43,200 "	11/25/98	"$702,000 "	"$779,300 "		"$39,600 "
1341	67 POUT POND LN	415/  16/  /  / 	415	16		  4427/0561	"$738,700 "	"$738,700 "	6.11	1010	SINGLE FAM MDL01	RD	1	2016	"$536,200 "	"$202,500 "	"$738,700 "	$0 	4/18/19	"$550,000 "	4/15/00	"$771,900 "	"$771,900 "		"($33,200)"
910	160 ACORN HILL RD	408/  57/  4000/  / 	408	57	4000	  3940/0992	"$738,600 "	"$891,200 "	22.08	1010	SINGLE FAM MDL01	RD	1	2016	"$487,700 "	"$403,500 "	"$891,200 "	"$3,315,000 "	12/18/12	"$3,000,000 "	1/29/10	"$656,000 "	"$794,000 "		"$82,600 "
462	84 EAST THETFORD RD	403/  45/  /  / 	403	45		  3941/0106	"$737,300 "	"$790,700 "	13	1040	TWO FAMILY	RD	2	2016	"$544,600 "	"$246,100 "	"$790,700 "	"$579,533 "	12/18/12	"$425,048 "	7/26/91	"$557,500 "	"$605,800 "		"$179,800 "
100282	205 ORFORD RD	407/  53/  3000/  / 	407	53	3000	  4211/0344	"$736,000 "	"$736,000 "	8.7	1010	SINGLE FAM MDL01	RD	1	2016	"$545,900 "	"$190,100 "	"$736,000 "	"$591,500 "	6/7/16	"$60,000 "	9/23/99	"$609,000 "	"$609,000 "		"$127,000 "
748	27 CLOVER MILL LN	407/  68/  /  / 	407	68		  4220/0520	"$735,800 "	"$842,100 "	28.92	1010	SINGLE FAM MDL01	RD	1	2016	"$424,400 "	"$417,700 "	"$842,100 "	"$740,500 "	7/9/16	"$214,800 "	7/2/12	"$625,800 "	"$722,300 "		"$110,000 "
394	139 RIVER RD	402/  96/  /  / 	402	96		  2084/0285	"$726,500 "	"$726,500 "	1.8	1093	MLTI HS WF	RD	2	2016	"$371,100 "	"$355,400 "	"$726,500 "	"$110,000 "	4/1/94	"$68,500 "	9/17/86	"$647,200 "	"$647,200 "		"$79,300 "
429	278 RIVER RD	403/  12/  /  / 	403	12		  1948/0106	"$726,100 "	"$816,500 "	11.66	1010	SINGLE FAM MDL01	RD	1	2016	"$553,700 "	"$262,800 "	"$816,500 "	"$345,048 "	1/23/92			"$715,500 "	"$797,400 "		"$10,600 "
1105	31 BLISS LN	410/  42/  /  / 	410	42		  3497/0389	"$725,500 "	"$970,800 "	42	1010	SINGLE FAM MDL01	RD	1	2016	"$538,000 "	"$432,800 "	"$970,800 "	"$810,000 "	3/6/08	"$4,000 "	8/19/88	"$664,500 "	"$880,800 "		"$61,000 "
1104	7 BLISS LN	410/  41/  /  / 	410	41		  4328/0018	"$724,900 "	"$969,700 "	40.83	1010	SINGLE FAM MDL01	RD	1	2016	"$535,000 "	"$434,700 "	"$969,700 "	$0 	11/29/17	"$795,000 "	2/10/14	"$683,600 "	"$899,600 "		"$41,300 "
747	19 CLOVER MILL LN	407/  67/  /  / 	407	67		  3991/0263	"$724,800 "	"$724,800 "	5.31	1010	SINGLE FAM MDL01	RD	1	2016	"$394,000 "	"$330,800 "	"$724,800 "	"$199,000 "	6/27/13	"$1,182,533 "	4/30/04	"$591,100 "	"$591,100 "		"$133,700 "
935	114 FRANKLIN HILL RD	408/  70/  2000/  / 	408	70	2000	  4148/0678	"$721,600 "	"$721,600 "	5	1090	MULTI HSES	RD	2	2016	"$458,600 "	"$263,000 "	"$721,600 "	"$670,000 "	8/6/15	"$2,666 "	9/25/02	"$645,300 "	"$645,300 "		"$76,300 "
204	84 DARTMOUTH COLLEGE HY	401/  15/  /  / 	401	15		  3128/0001	"$720,800 "	"$880,700 "	52	1120	APT OVER 8	BD	1	2016	"$396,000 "	"$484,700 "	"$880,700 "	$0 	4/14/05	"$110,700 "	8/30/77	"$429,800 "	"$574,600 "		"$291,000 "
1385	192 PINNACLE RD	416/  19/  /  / 	416	19		 04357/0060	"$720,000 "	"$830,400 "	10.51	1010	SINGLE FAM MDL01	RD	1	2016	"$547,700 "	"$282,700 "	"$830,400 "	"$837,500 "	4/30/18	"$4,000 "	12/9/94	"$692,700 "	"$781,700 "		"$27,300 "
36	18 ON THE COMMON	201/  29/  /  / 	201	29		  4469/0248	"$719,200 "	"$719,200 "	2.2	3400	OFFICE BLD  MDL-94	LCD	1	2016	"$303,000 "	"$416,200 "	"$719,200 "	"$775,000 "	9/30/19	"$950,000 "	5/1/07	"$723,300 "	"$723,300 "		"($4,100)"
1169	137 GRAFTON TK	413/  5/  /  / 	413	5		  4371/0696	"$718,300 "	"$780,000 "	13.9	1010	SINGLE FAM MDL01	ELD	1	2016	"$527,000 "	"$253,000 "	"$780,000 "	$0 	7/2/18	"$189,000 "	6/11/99	"$655,600 "	"$711,600 "		"$62,700 "
369	264 RIVER RD	402/  71/  /  / 	402	71		  2238/0380	"$718,000 "	"$923,000 "	45.73	1010	SINGLE FAM MDL01	RD	1	2016	"$477,100 "	"$445,900 "	"$923,000 "	"$90,000 "	2/4/97			"$695,400 "	"$868,700 "		"$22,600 "
839	39 PLEASANT ST	408/  2/  /  / 	408	2		  4584/ 724	"$714,600 "	"$900,500 "	41.97	1010	SINGLE FAM MDL01	LCD	1	2016	"$534,600 "	"$365,900 "	"$900,500 "	$0 	12/14/20	"$800,000 "	6/15/18	"$610,600 "	"$773,800 "		"$104,000 "
911	82 ACORN HILL RD	408/  58/  /  / 	408	58		  3668/0014	"$705,400 "	"$1,240,600 "	103.1	1010	SINGLE FAM MDL01		1	2016	"$388,000 "	"$852,600 "	"$1,240,600 "	"$152,333 "	12/10/09	"$340,000 "	12/21/90	"$692,300 "	"$1,177,500 "		"$13,100 "
60	32 UNION ST	201/  40/  /  / 	201	40		 	"$704,000 "	"$704,000 "	1.55	1040	TWO FAMILY	LCD	1	2016	"$485,100 "	"$218,900 "	"$704,000 "	$0 				"$635,400 "	"$635,400 "		"$68,600 "
86	37 UNION ST	201/  60/  /  / 	201	60		  3138/0802	"$700,600 "	"$700,600 "	1.1	1010	SINGLE FAM MDL01	LCD	1	2016	"$471,700 "	"$228,900 "	"$700,600 "	"$513,000 "	5/11/05			"$623,700 "	"$623,700 "		"$76,900 "
310	108 PRESTON RD	402/  18/  2000/  / 	402	18	2000	  4619/ 634	"$694,700 "	"$756,100 "	15.78	1010	SINGLE FAM MDL01	RD	1	2016	"$511,300 "	"$244,800 "	"$756,100 "	$0 	4/9/21	"$150,000 "	5/4/04	"$653,900 "	"$709,100 "		"$40,800 "
786	63 PINNACLE RD	407/  98/  /  / 	407	98		  2612/0104	"$692,600 "	"$767,700 "	22	1010	SINGLE FAM MDL01		2	2016	"$457,700 "	"$310,000 "	"$767,700 "	"$2,666 "	12/14/01	"$170,000 "	8/22/88	"$730,900 "	"$799,000 "		"($38,300)"
1354	84 POUT POND LN	415/  20/  3000/  / 	415	20	3000	  4999/ 808	"$692,600 "	"$771,300 "	9.13	1090	MULTI HSES	RD	2	2016	"$347,500 "	"$423,800 "	"$771,300 "	$0 	2/10/20	"$225,048 "	5/20/93	"$634,900 "	"$706,200 "		"$57,700 "
1064	190 BAKER HILL RD	410/  9/  1000/  / 	410	9	1000	  2895/0200	"$692,200 "	"$1,013,200 "	55.4	1010	SINGLE FAM MDL01	RD	1	2016	"$536,700 "	"$476,500 "	"$1,013,200 "	"$850,000 "	9/22/03	"$112,942 "	11/3/89	"$614,000 "	"$905,000 "		"$78,200 "
1248	66 FLINT HILL RD	414/  26/  2000/  / 	414	26	2000	  1464/0667	"$691,300 "	"$775,400 "	14.8	1080	SFR/ACC UNIT	RD	1	2016	"$455,900 "	"$319,500 "	"$775,400 "	$0 				"$648,600 "	"$725,000 "		"$42,700 "
1132	240 GOOSE POND RD	410/  69/  /  / 	410	69		  1467/0966	"$689,000 "	"$1,059,700 "	79	1010	SINGLE FAM MDL01	RD	1	2016	"$525,100 "	"$534,600 "	"$1,059,700 "	$0 	4/4/83			"$672,100 "	"$1,008,400 "		"$16,900 "
829	64 PINNACLE RD	407/  133/  /  / 	407	133		  4023/0682	"$688,800 "	"$752,100 "	19	1090	MULTI HSES	RD	3	2016	"$393,900 "	"$358,200 "	"$752,100 "	$0 	11/6/13	"$15,000 "	12/2/77	"$535,900 "	"$592,900 "		"$152,900 "
837	84 ORFORD RD	407/  141/  /  / 	407	141		  4394/0498	"$688,600 "	"$689,800 "	1.59	1090	MULTI HSES	RD	3	2016	"$477,800 "	"$212,000 "	"$689,800 "	$0 	10/12/18	"$659,000 "	9/22/14	"$501,900 "	"$503,000 "		"$186,700 "
520	100 NORTH THETFORD RD	404/  45/  /  / 	404	45		  4338/0634	"$687,700 "	"$687,700 "	3.8	1010	SINGLE FAM MDL01	RD	1	2016	"$482,800 "	"$204,900 "	"$687,700 "	$0 	1/18/18			"$556,700 "	"$556,700 "		"$131,000 "
1342	69 POUT POND LN	415/  17/  /  / 	415	17		  4488/ 652	"$686,800 "	"$686,800 "	5.28	1010	SINGLE FAM MDL01	RD	1	2016	"$456,000 "	"$230,800 "	"$686,800 "	"$675,000 "	12/17/19	"$645,000 "	8/30/16	"$602,200 "	"$602,200 "		"$84,600 "
